F16K	阀；龙头；旋塞；致动浮子；通风或充气装置
F16L	管子；管接头或管件；管子、电缆或护管的支撑；一般的绝热方法
F16M	非专门用于其它类所包括的发动机或其它机器或设备的框架、外壳或底座；机座或支架
F16N	润滑
F16P	安全装置
F16S	结构元件
F16T	凝汽阀或从主要盛装气体或蒸汽的密闭容器中排放液体的类似装置
F17B	可调容量的贮气罐
F17C	盛装或贮存压缩的、液化的或固化的气体容器；固定容量的贮气灌；将压缩的、液化的或固化的气体灌入容器内，或从容器内排出
F17D	管道系统；管路
F21H	白炽汽灯；其它燃烧致热的白炽体
F21K	未列入其它类的光源
F21L	发光装置及其系统，便携式的或专门适合移动的
F21S	非便携式照明装置或它的系统
F21V	照明装置或它的系统的功能特征或其他细节；照明装置和其他物品结构组合物；其他未列入项目
F21W	与照明装置或系统的用途或应用有关的和小类F21L、S和F21V结合的引得分类表
F21Y	光源构成引得分类表
F22B	蒸汽的发生方法；蒸汽锅炉
F22D	预热或蓄预热的给水；补充水；水位的控制；锅炉内的水循环
F22G	蒸汽过热
F23B	固体燃料设备
F23C	流体燃料设备
F23D	燃烧器
F23G	焚化炉
F23H	炉篦
F23J	燃烧生成物或燃烧余渣的清除或处理；烟道
F23K	燃烧设备的燃料供应
F23L	送风；引风；不可燃液体或气体的输送
F23M	未列入其它类的燃烧室结构零部件
F23Q	点火；灭火装置
F23R	高压或高速燃烧生成物的产生，例如燃气轮机的燃烧室
F24B	固体燃料的家用炉或灶；与炉或灶连带使用的工具
F24C	其它家用炉或灶；一般用途家用炉或灶的零部件
F24D	住宅供热系统或区域供热系统，例如集中供热系统；住宅热水供应系统；其所用部件或构件
F24F	空气调节；空气增湿；通风；空气流作为屏幕的应用
F24H	一般有热发生装置的流体加热器，例如水或空气的加热器
F24J	未列入其它类的热量产生和利用
F25B	制冷机，制冷设备或系统；加热和制冷的联合系统；热泵系统
F25C	冰的制造、加工、储存或分配
F25D	冷柜；冷藏室；冰箱；其它小类未列入的冷却或冷冻装置
F26B	从固体材料或制品中消除液体的干燥
F27B	一般馏炉、窑、烘烤炉或蒸馏炉；开式烧结设备或类似设备
F27D	一种以上的炉通用的炉，窑，烘烤炉或蒸馏炉的零部件或附件
F28B	水蒸汽或其它蒸汽冷凝器
F28C	未列入其它小类的、热交换介质直接接触而相互不起化学反应的热交换设备
F28D	未列入其它小类的、热交换介质不直接接触的热交换设备；一般贮热装置或设备
F28F	通用热交换或传热设备的零部件
F28G	热交换或传热管道内壁或外表面的清洗，例如锅炉水管的清洗
F41A	对于轻武器和火炮，例如加农炮，两者通用的功能特征或零部件；轻武器或火炮的安装
F41B	不用炸药或易燃的发射火药发射投射体用的武器；未列入其它类的武器
F41C	轻武器，例如手枪，步枪；所用的附属品
F41F	自身管发射子弹或导弹的发射装置，例如火炮；导弹或鱼雷发射装置；捕鲸炮
F41G	武器瞄准器；制导
F41H	装甲；装甲炮塔；装甲车或战车；一般的进攻或防御手段，例如伪装工事
F41J	靶；靶场；弹头收集器
F42B	爆炸装药
F42C	弹药引信
F42D	爆破
G01B	长度、厚度或类似线性尺寸的计量；角度的计量；面积的计量；不规则的表面或轮廓的计量
G01C	测量距离、水准或者方位；勘测；导航；陀螺仪；摄影测量
G01D	非专用于特定变量的测量；不包括在其它单独小类中的测量两个或多个变量的装置；计费设备；未列入其它类组的测量或测试
G01F	容积、流量、质量流量或液位的测量；按容积进行测量
G01G	称量
G01H	机械振动或超声波、声波或亚声波的测量
G01J	红外光、可见光、紫外光的强度、速度、光谱成分，偏振、相位或脉冲特性的测量；比色法；辐射高温测定法
G01K	温度测量；热量测量；未列入其它类组的热敏元件
G01L	测量力、应力、转矩、功、机械功率、机械效率或流体压力
G01M	机器或结构部件的静或动平衡的测试；未列入其它类组的结构部件或设备的测试
G01N	借助于测定材料的化学或物理性质来测试或分析材料
G01P	线速度或角速度、加速度、减速度或冲击的测量；运动的存在、不存在或方向的指示
G01R	测量电变量；测量磁变量
G01S	无线电定向；无线电导航；采用无线电波测距或测速；采用无线电波的反射或再辐射的定位或存在检测；采用其它波的类似装置
G01T	核辐射或X射线辐射的测量
G01V	地球物理；重力测量；物质或物体的探测；示踪物
G01W	气象学
G02B	光学元件，系统或仪器
G02C	眼镜；太阳镜或与眼镜有同样特性的防护镜
G02F	用于控制光的强度、颜色、相位、偏振或方向的器件或装置，例如转换，选通，调制或解调，上述器件或装置的光学操作是通过改变器件或装置的介质的光学性质来修改的；用于上述操作的技术或工艺；变频；非线性光学；光学逻辑元件；光学模拟/数字转换器
G03B	摄影、放映或观看用的装置或设备；利用了光波以外其它波的类似技术的装置或设备；以及有关的附件
G03C	照相用的感光材料；照相过程，例如：电影、X射线、彩色、立体照相过程；照相的辅助过程
G03D	加工曝光后的照相材料的设备；其附件
G03F	图纹面的照相制版工艺
G03G	电刻；电照相；磁记录
G03H	全息摄影的工艺过程或设备
G04B	机械驱动的钟或表；应用太阳，月亮，或星辰位置计时的计时器
G04C	电动机械钟或表
G04D	为制造或维修钟表所专门设计的装置或工具
G04F	时间间隔的测量
G04G	电子计时器
G05B	一般的控制或调节系统；这种系统的功能单元；用于这种系统或单元的监视或测试装置
G05D	非电变量的控制或调节系统
G05F	调节电变量或磁变量的系统
G05G	只按机械特征区分的控制装置或系统
G06C	一切计算均用机械方式实现的数字计算机
G06D	数字流体压力计算设备
G06E	光学计算设备
G06F	电数字数据处理
G06G	模拟计算机
G06J	混合计算装置
G06K	数据识别；数据表示；记录载体；记录载体的处理
G06M	计数机构；其对象未列入其它类组内的计数
G06T	一般的图像数据处理或产生
G07B	售票设备；车费登记设备；签发设备
G07C	时间登记器或出勤登记器；登记或指示机器的运行；产生随机数；投票或彩票设备；未列入其它类组的核算装置，系统或设备
G07D	硬币的分类、检验、兑换、交付或其它处理；检验或兑换纸币；检验证券、债券或类似的有价纸币
G07F	投币式设备或类似设备
G07G	登记收到的现金、贵重物或辅币
G08B	信号装置或呼叫装置；指令发信装置；报警装置
G08C	测量值，控制信号或类似信号的传输系统
G08G	交通控制系统
G09B	教育或演示用具；用于教学或与盲人、聋人或哑人通信的用具；模型；天象仪；地球仪；地图；图表
G09C	用于密码或涉及保密需要的其它用途的编码或译码装置
G09D	铁路用或类似用途的时间表或计费表；长期使用的日历
G09F	显示；广告；标记；标签或名牌；印鉴
G09G	对用静态方法显示可变信息的指示装置进行控制的装置或电路
G10B	管风琴；簧风琴
G10C	钢琴
G10D	未列入其它类组的乐器
G10F	自动乐器
G10G	音乐的辅助设备
G10H	电声乐器
G10K	发声器械；未包括在其它类组中的声学器械
G10L	语言分析或合成；语言识别
G11B	基于记录载体和换能器之间的相对运动而实现的信息存贮
G11C	静态存贮器
G12B	仪器的零部件，或未列入其它类组的其它设备的类似零部件
G21B	聚变反应堆
G21C	核反应堆
G21D	核发电厂
G21F	X，γ辐射、微粒辐射或粒子轰击的防护；处理放射性污染材料；及其去污染装置
G21G	化学元素的转变；放射源
G21H	从放射源取得能量；放射源辐射的应用；宇宙射线的利用
G21J	核爆炸；其应用
G21K	未列入其它类组的粒子或电磁辐射的处理技术；辐照装置；γ或X射线显微镜
H01B	电缆；导体；绝缘体；材料的导电、绝缘或介电性能的选择
H01C	电阻器
H01F	磁体；电感；变压器；按磁性能选择的材料
H01G	电容器；电解型的电容器、整流器、检波器、开关器件、光敏器件或热敏器件
H01H	电开关；继电器；选择器；紧急保护装置
H01J	电子管或放电灯
H01K	白炽灯
H01L	半导体器件；其他类目未包括的电固体器件
H01M	用于直接转变化学能为电能的方法或装置，例如电池组
H01P	波导；谐振器，传输线或其他波导型器件
H01Q	天线
H01R	电传导的连接；一组相互绝缘的电连接元件的结构组合；连接装置；集电器
H01S	利用受激发射的器件
H01T	火花隙；应用火花隙的过压避雷器；火花塞；电晕装置；产生被引入非密封气体的离子
H02B	电力供电或配电用的配电盘、变电站或开关装置
H02G	电缆或电线的或光缆和电缆或电线组合的安装
H02H	紧急保护电路装置
H02J	供电或配电的电路装置或系统；电能存储系统
H02K	电机
H02M	交流和交流之间，交流和直流之间，或直流和直流之间以及用于电源或类似的电力系统的变换设备；直流或交流输入功率转变为浪涌功率输出；以及它们的控制或调节
H02N	其它类不包括的电机
H02P	电动机、发电机、或机电变换器的控制或调节；控制变压器、电抗器、或扼流圈
H03B	使用工作于非开关状态的有源元件电路，直接或经频率变换产生振荡；由这样的电路产生噪声
H03C	调制
H03D	由一个载频到另一载频对调制进行解调或变换
H03F	放大器
H03G	放大的控制
H03H	阻抗网络
H03J	谐振电路的调谐；谐振电路的选择
H03K	脉冲技术
H03L	电子振荡器或脉冲发生器的自动控制，起振，同步，或稳定
H03M	编码，译码或代码转换
H04B	传输
H04H	广播通信
H04J	多路复用通信
H04K	保密通信
H04L	数字信息的传输，例如电报通信
H04M	电话通信
H04N	图像通信
H04Q	选择
H04R	扬声器，传声器，助听器；扩音系统
H04S	立体声系统
H05B	电热；电照明
H05C	为杀伤，击昏，围困或诱导生物的设备专门设计的电路或设备
H05F	静电；自然发生的电
H05G	X-射线技术
H05H	等离子体技术
H05K	印刷电路；电设备的外壳或结构零部件；电气元件组件的制造
